band	focal	pos	frequencies	ld	true_region_size	matched_region_size	matched_start	matched_end	region_gen_size	matched_gen_size	selection_snp_count	selection_snp_count_50kb	selection_snp_count_100kb	selection_snp_count_200kb	num_gene_overlaps	meiotic_genes	meiotic_genes_all	gene_overlap_strong	gwas	eqtl
11p11.12	0	48941767	0.95 1.0 0.97 1.0 0.97	0.0 0.0 0.0 0.01 0.04	973894	973894	48454820	49428714	0.04	0.03	1	1	1	1	5	0	0	0	"Blood protein levels [FOLH1, 5478_50_2](rs148966811:0.88:0.71);Platelet distribution width(rs4367948:1:0.03);Serum levels of protein FOLH1(rs7946236:0.9:0.71);Serum metabolite levels [N-acetyl-aspartyl-glutamate (NAAG](rs61885293:0.67:-0.93;rs61885293:0.74:-0.93);Urinary metabolite levels in chronic kidney disease [N-acetyl-aspartyl-glutamate (NAAG](rs55728336:0.9:-0.68)"	FOLH1(eqtl:0.5:rs4367948;sqtl:0.9:rs4367948)
11p11.12	0	50288759	0.94 0.9 0.97 1.0 0.96	0.0 0.0 0.0 0.02 0.03	973894	973894	49801812	50775706	0.04	0.03	0	0	0	0	5	0	0	0	Platelet distribution width(rs61893102:1:0.03)	0
11p11.12	0	55247690	0.94 0.93 0.96 1.0 0.97	0.0 0.0 0.0 0.04 0.08	973894	973894	54760743	55734637	0.04	0.08	0	0	0	0	21	0	0	0	Adolescent idiopathic scoliosis(rs17599071:0.63:NA);Eosinophil counts(rs17500359:0.95:NA);Platelet distribution width(rs61894894:0.9:0.03;rs61918003:1:0.03);Urinary metabolite levels in chronic kidney disease [N-acetyl-aspartyl-glutamate (NAAG](rs61898064:0.72:-0.62)	0
11p11.12	0	55748099	0.91 0.99 0.95 1.0 0.96	0.0 0.0 0.01 0.06 0.11	973894	973894	55261152	56235046	0.04	0.11	0	0	0	0	38	0	0	0	Adolescent idiopathic scoliosis(rs17599071:1:NA);Eosinophil counts(rs17500359:0.66:NA);Platelet distribution width(rs61896257:1:0.03)	0
11p11.12	0	56257588	0.91 0.99 0.95 1.0 0.96	0.0 0.01 0.01 0.07 0.17	973894	973894	55770641	56744535	0.04	0.17	0	0	0	0	30	0	0	0	Platelet distribution width(rs61902886:1:0.03)	0
11p11.12	0	85120950	0.96 0.99 0.98 1.0 0.95	0.0 0.0 0.01 0.07 0.23	973894	973894	84634003	85607897	0.04	0.2	0	0	0	0	7	6	0	0	Age at first sexual intercourse(rs7942847:0.85:0.05;rs1848766:1:0.04)	DLG2(eqtl:0.4:rs1848766);SYTL2(eqtl:0.3:rs1848766);TMEM126A(sqtl:0.2:rs1848766)
11q11	1	55312683	0.66 0.79 0.73 0.61 0.64	0.0 0.0 0.01 0.05 0.08	548475	548474	55035854	55584328	0.05	0.05	0	0	0	0	14	0	0	0	"Apolipoprotein A1 levels(rs11228871:0.97:0.03;rs2212339:1:0.03);C-reactive protein levels(rs28872512:1:-0.02;rs2212339:1:-0.02;rs11229252:0.88:-0.03);Cardiovascular disease(rs74966104:0.84:NA);Diastolic blood pressure(rs28872512:1:-0.02;rs12419022:0.99:-0.02);Eosinophil counts(rs1425193:1:-0.01);Glaucoma (multi-trait analysis)(rs11229165:0.96:0.1);HDL cholesterol levels(rs11228871:0.97:0.04);HDL cholesterol(rs28872512:1:0.04;rs12226802:1:0.03);Heel bone mineral density(rs2177349:0.77:-0.02);High blood pressure | vascular/heart problems diagnosed by doctor(rs11246486:0.95:NA);High density lipoprotein cholesterol levels(rs2212339:1:0.04);Hypertension | non-cancer illness code, self-reported(rs11246486:0.95:NA);Hypertension(rs11229165:0.96:NA);Insulin-like growth factor 1 levels(rs28872512:1:0.03;rs11230983:1:0.03);Intra-ocular pressure, goldmann-correlated (left)(rs10431123:0.99:0.16);Intraocular pressure(rs28872512:1:0.14;rs4102526:1:0.32;rs7936821:0.95:NA;rs11229165:0.96:NA);Lymphocyte counts(rs11227435:0.93:NA;rs12221645:0.99:-0.03;rs28872512:1:-0.03);Mean arterial pressure(rs28807461:1:-0.02);Mean corpuscular hemoglobin concentration(rs76154806:1:-0.02);Mean corpuscular volume(rs2212339:1:-0.02);Mean platelet volume(rs1587335:0.78:NA);Medication use (diuretics)(rs11534520:0.98:-0.07;rs11229252:0.88:-0.07);Menarche (age at onset)(rs568442:1:NA);None of the above | vascular/heart problems diagnosed by doctor(rs11246486:0.95:NA);Pulse pressure(rs7928221:1:-0.02);Systolic blood pressure(rs28872512:1:-0.03;rs11525445:1:-0.02;rs7928221:1:-0.02;rs74237369:0.95:-0.32;rs11525445:0.61:NA)"	OR4C6(eqtl:0.7:rs10896987);TRIM48(eqtl:0.6:rs1036357)
11q11	0	31397702	0.62 0.51 0.71 0.93 0.59	0.0 0.0 0.01 0.03 0.26	548475	548475	31123464	31671939	0.05	0.04	0	0	0	0	4	4	0	0	"Brain morphology (MOSTest)(rs1964699:0.65:NA);Cigarettes smoked per day (MTAG)(rs10128753:0.84:-0.01);Diastolic blood pressure(rs919045:0.65:-0.12);Diastolic blood pressure, automated reading(rs61878204:0.65:-0.14);Hematocrit(rs479005:1:0.02;rs479005:1:0.01);Hemoglobin concentration(rs479005:1:0.01);Hemoglobin(rs479005:1:0.01);Lateral thalamic nuclei volume(rs2774406:0.73:-0.07);Red blood cell count(rs479005:1:0.02;rs479005:1:0.02)"	DCDC1(eqtl:1:rs479005;sqtl:0.3:rs479005);DNAJC24(eqtl:0.7:rs479005;sqtl:0.6:rs479005);ELP4(eqtl:0.4:rs479005);IMMP1L(eqtl:0.2:rs479005)
11q11	0	47374998	0.69 0.84 0.68 0.72 0.58	0.01 0.02 0.02 0.06 0.08	548475	548475	47100760	47649235	0.05	0.06	0	0	0	0	22	9	0	0	"Alcohol consumption (drinks per week)(rs56030824:0.92:-0.01);Alcohol consumption(rs2071305:0.68:-0.01);Appendicular lean mass(rs2856661:1:0.02;rs2856661:1:0.03);Arm fat mass (left)(rs2856661:1:-0.01);Arm fat mass (right)(rs2856661:1:-0.01);Arm fat percentage (left)(rs2856661:1:-0.21);Arm fat percentage (right)(rs2856661:1:-0.2);Body fat percentage(rs2856661:1:-0.16);Body mass index (bmi)(rs2856661:1:-0.11;rs2856661:1:-0.1);Cognitive aspects of educational attainment(rs7105851:0.94:0.04);Comparative body size at age 10(rs2856661:1:-0.01);Forced expiratory volume in 1-second (fev1)(rs2856661:1:0.01);Forced expiratory volume in 1-second (fev1), best measure(rs2856661:1:0.01);Forced expiratory volume in 1-second (fev1), predicted(rs2856661:1:0.01);Forced vital capacity (fvc)(rs2856661:1:0.01);Forced vital capacity (fvc), best measure(rs2856661:1:0.02);Full cream | milk type used(rs2856661:1:0.06);Glaucoma (multi-trait analysis)(rs2856661:1:0.07);Hand grip strength (left)(rs2856661:1:0.11);Hematocrit(rs2856661:1:-0.01;rs2856661:1:-0.02);Hemoglobin concentration(rs2856661:1:-0.01);Hemoglobin(rs2856661:1:-0.02);Hip circumference(rs2856661:1:-0.15);Leg fat mass (left)(rs2856661:1:-0.03);Leg fat mass (right)(rs2856661:1:-0.02);Leg fat percentage (left)(rs2856661:1:-0.12);Leg fat percentage (right)(rs2856661:1:-0.12);Lymphocyte counts(rs2856661:1:-0.01;rs2856661:1:-0.01);Mean corpuscular hemoglobin(rs2856661:1:-0.01);Mean corpuscular volume(rs2856661:1:-0.01;rs2856661:1:-0.01);Mean platelet (thrombocyte) volume(rs2856661:1:-0.02);Mean platelet volume(rs2856650:0.68:0.02;rs2856650:0.68:0.02;rs1542321:0.99:NA;rs2856661:1:-0.02;rs2856661:1:-0.02);Neutrophil count(rs935914:0.91:-0.02;rs55876153:0.9:0.02;rs2856661:1:-0.02;rs2856661:1:-0.02);Neutrophill count(rs35996350:0.91:0.03;rs2856661:1:-0.03);Noncognitive aspects of educational attainment(rs12146565:0.92:0.05);Platelet count(rs2856661:1:0.02;rs2856661:1:0.02;rs2856661:1:0.02;rs2856661:1:0.99);Platelet distribution width(rs2856661:1:0.01);Plateletcrit(rs2856661:1:0.01);Refractive error(rs7928419:0.92:NA);Serum alkaline phosphatase levels(rs11570094:0.65:-0.02);Serum total protein level(rs3740688:0.66:0.02);Sitting height(rs2856661:1:0.08);Spherical equivalent(rs2856661:1:-0.07);Standing height(rs2856661:1:0.17);Suffer from 'nerves'(rs2856661:1:0.04);Trunk fat mass(rs2856661:1:-0.1);Trunk fat percentage(rs2856661:1:-0.18);Usual walking pace(rs2856661:1:0.01);Waist circumference(rs2856661:1:-0.21);White blood cell (leukocyte) count(rs2856661:1:-0.04);White blood cell count(rs2856661:1:-0.02;rs2856661:1:-0.02);Whole body fat mass(rs2856661:1:-0.17)"	ACP2(eqtl:0.9:rs2856661);C1QTNF4(eqtl:1:rs2856661);CELF1(eqtl:0.1:rs2856661);DDB2(eqtl:0.4:rs2856661);FAM180B(eqtl:0.6:rs2856661);FNBP4(eqtl:0.5:rs2856661);LRP4(eqtl:0.3:rs2856661);MADD(eqtl:0.2:rs2856661);MTCH2(eqtl:0.9:rs2856661;sqtl:0.9:rs2856661);MYBPC3(eqtl:1:rs2856661);NDUFS3(eqtl:0.7:rs2856661);NR1H3(eqtl:0.9:rs2856661);NUP160(eqtl:0.5:rs2856661);PSMC3(eqtl:0.7:rs2856661);PTPMT1(eqtl:0.2:rs2856661);PTPRJ(eqtl:0.5:rs2856661);RAPSN(eqtl:0.5:rs2856661);SLC39A13(eqtl:0.5:rs2856661;sqtl:0.9:rs2856661);SPI1(eqtl:1:rs2856661)
11q11	0	49111407	0.67 0.34 0.81 0.76 0.77	0.0 0.0 0.0 0.02 0.04	548475	548475	48837169	49385644	0.05	0.02	0	0	1	1	4	0	0	0	"Body size at age 10(rs11040333:0.83:0.01);High blood pressure | vascular/heart problems diagnosed by doctor(rs2727020:1:-0.04);Hypertension | non-cancer illness code, self-reported(rs2727020:1:-0.04);Hypertension(rs2727020:1:-0.01);None of the above | vascular/heart problems diagnosed by doctor(rs2727020:1:0.03)"	FOLH1(eqtl:0.7:rs2727020;sqtl:0.1:rs2727020)
11q11	0	49802934	0.68 0.46 0.78 0.72 0.78	0.0 0.0 0.0 0.02 0.05	548475	548475	49528696	50077171	0.05	0.02	0	0	0	0	3	0	0	0	"High blood pressure | vascular/heart problems diagnosed by doctor(rs10769615:1:-0.04);Hypertension | non-cancer illness code, self-reported(rs10769615:1:-0.04);Hypertension(rs10769615:1:-0.01);Insulin-like growth factor 1 levels(rs10769621:1:0.02);Mean corpuscular volume(rs10769595:0.79:0.01);None of the above | vascular/heart problems diagnosed by doctor(rs10769615:1:0.03);Platelet distribution width(rs7396359:0.61:0.01;rs10769615:1:-0.02)"	0
11q11	0	50368338	0.65 0.52 0.77 0.78 0.78	0.0 0.0 0.0 0.02 0.03	548475	548475	50094100	50642575	0.05	0.02	0	0	0	0	2	0	0	0	"Depressed affect(rs11826064:0.76:-0.02);Fed-up feelings(rs8189285:0.76:NA;rs534142:1:0.03);Feeling fed-up(rs11532157:0.76:-0.02;rs534142:1:0.01);High blood pressure | vascular/heart problems diagnosed by doctor(rs534142:1:0.03);Hypertension | non-cancer illness code, self-reported(rs534142:1:0.03);Hypertension(rs534142:1:0.01);Insulin-related traits (multivariate analysis)(rs10901988:0.97:NA);None of the above | vascular/heart problems diagnosed by doctor(rs534142:1:-0.03);Platelet distribution width(rs534142:1:0.02);Systolic blood pressure, automated reading(rs35290086:0.76:-0.31;rs534142:1:0.28)"	0
11q11	0	56143977	0.64 0.45 0.78 0.86 0.76	0.0 0.01 0.01 0.05 0.17	548475	548475	55869739	56418214	0.05	0.05	0	0	0	0	23	0	0	0	0	0
11q11	0	66167585	0.67 0.53 0.83 0.58 0.77	0.0 0.02 0.02 0.12 0.2	548475	548475	65893347	66441822	0.05	0.12	0	0	0	0	27	18	0	0	C-reactive protein levels(rs1784029:0.94:-0.01);Cycle | types of transport used (excluding work)(rs71045941:0.76:NA;rs7939111:1:-0.06);Urate levels(rs7107191:0.98:-0.01)	ACTN3(eqtl:0.8:rs7939111;sqtl:0.3:rs7939111);B4GAT1(eqtl:0.4:rs7939111);BBS1(eqtl:0.1:rs7939111);BRMS1(sqtl:0.1:rs7939111);CCS(eqtl:0.8:rs7939111);CTSF(eqtl:1:rs7939111);CTSW(eqtl:0.5:rs7939111);DPP3(eqtl:0.2:rs7939111;sqtl:0.4:rs7939111);LRFN4(eqtl:0.8:rs7939111);MAP3K11(eqtl:0.1:rs7939111);MRPL11(sqtl:0.8:rs7939111);RCE1(eqtl:0.4:rs7939111);RIN1(eqtl:0.9:rs7939111);SIPA1(sqtl:0.1:rs7939111);SLC29A2(eqtl:0.2:rs7939111;sqtl:1:rs7939111);YIF1A(eqtl:0.1:rs7939111)
11q11	0	85398998	0.69 0.92 0.59 0.71 0.61	0.0 0.01 0.02 0.11 0.27	548475	548475	85124760	85673235	0.05	0.13	0	0	0	0	8	7	0	0	0	PICALM(eqtl:0.4:rs2467059);SYTL2(eqtl:0.9:rs2467059;sqtl:0.8:rs2467059);TMEM126A(eqtl:0.7:rs2467059)
11q11	0	90071907	0.67 0.68 0.57 0.78 0.71	0.0 0.01 0.04 0.14 0.27	548475	548475	89797669	90346144	0.05	0.14	13	13	13	13	5	2	0	0	0	0
11q12.1	1	56050916	0.09 0.01 0.06 0.0 0.04	0.0 0.0 0.01 0.05 0.12	375024	375023	55822789	56197812	0.03	0.03	0	0	0	0	17	0	0	0	Adolescent idiopathic scoliosis(rs17599071:1:NA);Eosinophil counts(rs17500359:0.66:NA)	0
11q12.1	0	14553094	0.07 0.0 0.03 0.12 0.05	0.0 0.01 0.01 0.03 0.32	375024	375024	14365582	14740606	0.03	0.03	0	0	0	0	4	3	0	0	Serum 25-Hydroxyvitamin D levels(rs7110118:1:-0.1;rs7110118:1:-0.1;rs7110118:1:-0.11;rs7110118:1:-0.11;rs7110118:1:-0.11;rs7110118:1:-0.11)	COPB1(eqtl:0.9:rs7110118);SPON1(eqtl:0.2:rs7110118)
11q12.1	0	28293590	0.09 0.01 0.01 0.0 0.05	0.0 0.0 0.0 0.03 0.22	375024	375024	28106078	28481102	0.03	0.02	0	0	0	0	2	2	0	0	0	0
11q12.1	0	46831556	0.06 0.0 0.01 0.0 0.04	0.0 0.0 0.0 0.03 0.08	375024	375024	46644044	47019068	0.03	0.03	0	0	0	0	10	3	0	0	0	ACP2(eqtl:0.5:rs12796154);C1QTNF4(eqtl:0.6:rs12796154);MYBPC3(eqtl:0.8:rs12796154);NR1H3(eqtl:0.4:rs12796154)
11q12.1	0	47354905	0.1 0.01 0.02 0.0 0.05	0.0 0.02 0.02 0.06 0.08	375024	375024	47167393	47542417	0.03	0.05	0	0	0	0	16	6	0	0	Arm fat percentage (left)(rs11570115:1:-0.18);Arm fat percentage (right)(rs11570115:1:-0.16);Blood glucose levels(rs11570115:1:-0.04;rs11570115:1:-0.04);Body fat percentage(rs11570115:1:-0.14);Body mass index(rs11570115:1:-0.02);Comparative body size at age 10(rs11570115:1:-0.02);Fasting blood glucose(rs11570115:1:-0.03);Glycated hemoglobin levels(rs11570115:1:-0.03);Hemoglobin A1c levels(rs11570115:1:-0.03);Insulin-like growth factor 1 levels(rs11570115:1:-0.02;rs11570115:1:-0.02);Proinsulin levels(rs11570115:1:-0.13);Trunk fat percentage(rs11570115:1:-0.18)	ACP2(eqtl:0.7:rs11570115);ARHGAP1(eqtl:0.2:rs11570115);C1QTNF4(eqtl:0.7:rs11570115);FNBP4(eqtl:0.4:rs11570115);LRP4(eqtl:0.2:rs11570115);MADD(eqtl:0.9:rs11570115;sqtl:0.4:rs11570115);MYBPC3(eqtl:0.7:rs11570115);NUP160(eqtl:0.1:rs11570115);SLC39A13(sqtl:0.8:rs11570115)
11q12.1	0	47861857	0.06 0.0 0.02 0.0 0.04	0.0 0.0 0.01 0.05 0.1	375024	375024	47674345	48049369	0.03	0.03	0	0	0	0	4	3	0	0	Lectin-like oxidized LDL receptor 1 levels(rs74873109:1:-0.12);Sex hormone-binding globulin levels(rs74873109:1:0.01)	ARFGAP2(eqtl:0.3:rs74873109);C1QTNF4(eqtl:0.7:rs74873109);DDB2(eqtl:0.1:rs74873109);FNBP4(eqtl:0.2:rs74873109;sqtl:0.2:rs74873109);MADD(eqtl:0.8:rs74873109);MTCH2(eqtl:0.1:rs74873109);MYBPC3(eqtl:0.7:rs74873109);NR1H3(eqtl:0.6:rs74873109);NUP160(eqtl:0.1:rs74873109);PACSIN3(eqtl:0.6:rs74873109;sqtl:0.9:rs74873109);PSMC3(eqtl:0.5:rs74873109)
11q12.1	0	48363082	0.08 0.06 0.04 0.06 0.05	0.0 0.01 0.01 0.04 0.09	375024	375024	48175570	48550594	0.03	0.03	0	0	0	0	8	0	0	0	0	0
11q12.1	0	49428865	0.09 0.01 0.01 0.0 0.04	0.0 0.0 0.01 0.03 0.05	375024	375024	49241353	49616377	0.03	0.03	0	0	0	0	1	0	0	0	0	0
11q12.1	0	50065237	0.06 0.0 0.03 0.0 0.03	0.0 0.0 0.0 0.02 0.04	375024	375024	49877725	50252749	0.03	0.01	0	0	0	0	3	0	0	0	Platelet distribution width(rs7937964:1:0.03)	FOLH1(eqtl:0.5:rs7937964;sqtl:0.9:rs7937964)
11q12.1	0	89746146	0.05 0.0 0.04 0.0 0.03	0.0 0.0 0.0 0.08 0.23	375024	375024	89558634	89933658	0.03	0.05	5	6	6	10	11	2	0	0	0	NAALAD2(eqtl:0.2:rs76083228);TRIM64B(eqtl:0.7:rs76083228)
12p13.2	1	11207864	0.49 0.64 0.74 0.81 0.53	0.0 0.0 0.0 0.4 1.28	194523	194522	11128832	11323354	0.07	0.07	0	0	0	0	10	1	0	1	Bitter taste perception (multivariate analysis) [quinine and caffeine](rs10772420:1:NA);Bitter taste perception (multivariate analysis) [quinine and denatonium benzoate](rs10772420:1:NA);Bitter taste perception (multivariate analysis) [quinine and sucrose octaacetate](rs10772420:1:NA);Bitter taste perception [Quinine](rs1031391:1:NA);Bitter taste perception [quinine](rs10772420:1:NA);Serum levels of protein AMY1A(rs2123007:1:-0.14)	PRB3(eqtl:0.1:rs10772419);PRH1(eqtl:0.9:rs4763602;sqtl:1:rs4763602);PRR4(eqtl:0.9:rs4763602;sqtl:1:rs4763602);SMIM10L1(eqtl:0.6:rs4763602);TAS2R10(eqtl:0.3:rs4763602);TAS2R14(eqtl:0.9:rs4763602);TAS2R19(eqtl:0.7:rs4763602);TAS2R20(eqtl:0.8:rs4763602);TAS2R31(eqtl:0.7:rs4763602);TAS2R43(eqtl:1:rs4763602);TAS2R46(eqtl:0.9:rs4763602);TAS2R50(eqtl:0.4:rs4763602);TAS2R8(eqtl:0.2:rs2599414);YBX3(eqtl:0.1:rs10772420)
12p13.2	0	13752145	0.47 0.63 0.7 0.98 0.5	0.0 0.03 0.05 0.69 1.42	194523	194523	13654883	13849406	0.07	0.14	0	0	0	0	1	1	0	0	0	0
12p13.2	0	17077669	0.54 0.87 0.61 0.67 0.62	0.0 0.1 0.11 0.42 1.14	194523	194523	16980407	17174930	0.07	0.12	0	0	0	0	1	0	0	0	Morning person(rs1601409:0.92:NA);Tea intake(rs1601409:0.92:0.04)	0
12p13.2	0	19601137	0.45 0.77 0.67 0.68 0.67	0.0 0.01 0.03 0.39 1.15	194523	194523	19503875	19698398	0.07	0.06	0	0	0	0	2	1	0	0	Diastolic blood pressure(rs61912333:0.67:NA)	AEBP2(eqtl:0.5:rs7309303;sqtl:0.1:rs7309303);PLEKHA5(eqtl:0.5:rs7309303)
12p13.2	0	31251544	0.44 0.71 0.57 0.81 0.61	0.0 0.03 0.06 0.76 1.12	194523	194523	31154282	31348805	0.07	0.16	0	0	0	0	3	0	0	0	Mean reticulocyte volume(rs80318075:0.92:0.01;rs7966523:0.97:0.01;rs4931431:1:0.1;rs4931431:1:0.01;rs4931431:1:0.01)	DDX11(eqtl:1:rs4931431;sqtl:1:rs4931431)
12p13.2	0	63557914	0.53 0.87 0.7 0.46 0.65	0.0 0.01 0.05 0.42 1.17	194523	194523	63460652	63655175	0.07	0.15	0	0	0	0	1	0	0	0	Chronotype(rs10877962:0.84:NA);Cystatin C levels(rs1042615:0.98:0.01);Insulin-like growth factor 1 levels(rs4547160:0.65:0;rs35575064:0.64:0.02;rs1042615:0.98:-0.01);Morning person(rs10877962:0.84:NA);Morningness(rs7138306:0.84:-0.01)	AVPR1A(eqtl:0.2:rs7307997)
12p13.2	0	69926704	0.5 0.88 0.66 0.6 0.51	0.0 0.0 0.01 0.49 1.36	194523	194523	69829442	70023965	0.07	0.19	0	0	3	3	6	1	0	0	Standing height(rs472197:1:0.1)	CCT2(eqtl:0.8:rs472197;sqtl:0.2:rs472197);FRS2(eqtl:0.6:rs472197;sqtl:0.7:rs472197);LYZ(eqtl:0.7:rs472197);YEATS4(eqtl:0.7:rs472197)
12p13.2	0	83746006	0.52 0.82 0.54 0.68 0.66	0.0 0.04 0.06 0.53 1.13	194523	194523	83648744	83843267	0.07	0.08	0	0	0	0	0	0	0	0	0	0
12p13.2	0	101211766	0.53 0.65 0.65 0.71 0.68	0.04 0.07 0.08 0.59 1.12	194523	194523	101114504	101309027	0.07	0.18	0	0	0	0	1	0	0	0	0	0
12p13.2	0	105445559	0.52 0.87 0.5 0.61 0.64	0.09 0.1 0.12 0.21 1.35	194523	194523	105348297	105542820	0.07	0.13	0	0	0	0	5	3	0	0	Serum albumin levels(rs2440717:0.63:-0.02)	ALDH1L2(eqtl:0.5:rs11611857);APPL2(eqtl:1:rs11611857);C12orf75(eqtl:0.8:rs11611857)
12p11.21	1	31647305	0.42 0.22 0.47 0.57 0.62	0.0 0.0 0.01 0.42 1.04	175629	175628	31560063	31735691	0.02	0.02	0	0	0	0	1	1	1	1	Refractive error(rs7311970:0.88:NA);Total PHF-tau (SNP x SNP interaction)(rs2568901:0.72:NA)	DENND5B(eqtl:0.9:rs7313889);RESF1(eqtl:0.4:rs7313889)
12p11.21	0	29246064	0.45 0.37 0.55 0.56 0.39	0.0 0.02 0.04 0.56 1.13	175629	175629	29158249	29333878	0.02	0.05	0	0	0	0	1	1	0	0	Mean platelet (thrombocyte) volume(rs2099529:1:-0.04);Mean platelet volume(rs2099529:1:-0.03;rs2099529:1:-0.03;rs2099529:1:-0.03);Pattern 4 | hair/balding pattern(rs2099529:1:0.06);Platelet count(rs2099529:1:0.02;rs2099529:1:0.02;rs2099529:1:1.03);Platelet distribution width(rs2099529:1:-0.01;rs2099529:1:-0.01);Standing height(rs2099529:1:-0.09)	FAR2(eqtl:0.5:rs2099529);TMTC1(eqtl:0.3:rs2099529)
12p11.21	0	50578705	0.38 0.48 0.58 0.55 0.38	0.0 0.01 0.01 0.42 0.9	175629	175629	50490890	50666519	0.02	0.03	0	0	0	0	6	4	0	0	Colorectal cancer(rs34245511:0.91:NA);Heel bone mineral density T score(rs9364:0.91:0.01);Heel bone mineral density(rs7964698:0.79:NA;rs11169302:1:-0.01;rs11169302:1:-0.01);Impedance of leg (left)(rs11169302:1:-0.5);Impedance of leg (right)(rs11169302:1:-0.43);Impedance of whole body(rs11169302:1:-0.89);Liver enzyme levels (alanine transaminase)(rs11169302:1:0);Lymphocyte counts(rs7964698:0.79:0.01;rs7964698:0.79:0.01;rs3184122:0.75:0.01;rs9364:0.91:-0.01;rs11169302:1:0.01;rs11169302:1:0.01);Mean corpuscular volume(rs11169302:1:0.01);Neutrophil count(rs11169302:1:0.02;rs11169315:0.72:0.02;rs6580736:0.71:NA;rs11169302:1:0.02;rs11169302:1:0.02);Neutrophill count(rs7398356:0.71:-0.03;rs11169302:1:0.03);Platelet count(rs11169302:1:0.01);Platelet crit(rs11169302:1:0);Red blood cell (erythrocyte) distribution width(rs11169302:1:0.01);Red cell distribution width(rs11169302:1:0.02;rs11169302:1:0.02);Sex hormone-binding globulin levels adjusted for BMI(rs11169302:1:0.01;rs11169302:1:0.01);Sex hormone-binding globulin levels(rs11169302:1:0.01;rs11169302:1:0.01);Vertex-wise sulcal depth(rs2302900:0.69:6.52);White blood cell (leukocyte) count(rs7398356:0.71:-0.05;rs11169302:1:0.04);White blood cell count(rs11169302:1:0.02;rs11169302:1:NA;rs11169315:0.72:0.02;rs2302900:0.69:NA;rs11169302:1:0.02;rs11169302:1:0.02)	ASIC1(eqtl:0.3:rs11169302);ATF1(eqtl:0.7:rs11169302;sqtl:0.4:rs11169302);CERS5(eqtl:1:rs11169302;sqtl:1:rs11169302);COX14(eqtl:0.9:rs11169302;sqtl:0.6:rs11169302);DIP2B(eqtl:0.8:rs11169302);FAM186A(sqtl:1:rs11169302);LIMA1(eqtl:1:rs11169302);METTL7A(eqtl:0.8:rs11169302);SMARCD1(eqtl:0.7:rs11169302;sqtl:0.8:rs11169302);TFCP2(eqtl:0.5:rs11169302)
12p11.21	0	62101898	0.45 0.6 0.36 0.41 0.44	0.0 0.01 0.02 0.42 0.95	175629	175629	62014083	62189712	0.02	0.03	0	0	0	0	1	0	0	0	0	0
12p11.21	0	65780013	0.39 0.26 0.61 0.58 0.48	0.0 0.01 0.02 0.29 1.04	175629	175629	65692198	65867827	0.02	0.03	0	0	0	0	2	0	0	1	"FEV1(rs12825748:0.68:0.02;rs11175741:1:0.02);Forced expiratory volume in 1-second (fev1), best measure(rs11175741:1:0.01);Forced vital capacity (fvc), best measure(rs11175741:1:0.01);Lung function (FEV1)(rs1494502:0.98:0.03);Lung function (FVC)(rs12825748:0.68:0.02;rs1494508:0.99:-0.02;rs11175741:1:0.02);Temporal lobe volume(rs7301260:1:0.69)"	LEMD3(eqtl:0.9:rs11175741);MSRB3(sqtl:0.6:rs11175741)
12p11.21	0	70602404	0.45 0.62 0.46 0.26 0.45	0.0 0.0 0.01 0.26 0.98	175629	175629	70514589	70690218	0.02	0.03	0	0	0	0	2	0	0	0	Eosinophil counts(rs7299446:0.74:-0.01;rs6581928:0.74:NA);Eosinophil percentage of white cells(rs35731285:0.74:-0.01)	CNOT2(sqtl:0.8:rs7978426);KCNMB4(eqtl:0.9:rs7978426);MYRFL(eqtl:0.4:rs7978426)
12p11.21	0	97282058	0.45 0.45 0.54 0.47 0.44	0.01 0.02 0.03 0.36 0.99	175629	175629	97194243	97369872	0.02	0.05	0	0	0	0	2	2	0	0	0	NEDD1(eqtl:1:rs252185)
12p11.21	0	98410613	0.38 0.3 0.57 0.53 0.48	0.0 0.02 0.04 0.49 0.95	175629	175629	98322798	98498427	0.02	0.05	0	0	0	0	2	0	0	0	0	0
12p11.21	0	102710684	0.46 0.47 0.53 0.41 0.38	0.0 0.0 0.01 0.14 1.02	175629	175629	102622869	102798498	0.02	0.03	0	3	3	3	1	0	0	0	0	WASHC3(eqtl:0.2:rs1113483)
